"","Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","Position","new_positions"
"3429","USP48","USP48","1",21678298,21783606,"p36.12","1p","no",21730952,313
"1550","LDLRAD2","LDLRAD2","1",21812265,21825225,"p36.12","1p","no",21818745,314
"1193","HSPG2","HSPG2","1",21822244,21937310,"p36.12","1p","no",21879777,315
"441","CELA3B","CELA3B","1",21977022,21998642,"p36.12","1p","no",21987832,316
"440","CELA3A","CELA3A","1",22001657,22012542,"p36.12","1p","no",22007099.5,317
"1671","LINC01635","LINC01635","1",22023851,22026215,"p36.12","1p","no",22025033,318
"1580","LINC00339","LINC00339","1",22024558,22031223,"p36.12","1p","no",22027890.5,319
"421","CDC42-AS1","CDC42-AS1","1",22028317,22052927,"p36.12","1p","no",22040622,320
"420","CDC42","CDC42","1",22052627,22101360,"p36.12","1p","no",22076993.5,321
"422","CDC42-IT1","CDC42-IT1","1",22059197,22064199,"p36.12","1p","no",22061698,322
"3481","WNT4","WNT4","1",22117313,22143969,"p36.12","1p","no",22130641,323
"3506","ZBTB40","ZBTB40","1",22428838,22531157,"p36.12","1p","no",22479997.5,324
"3507","ZBTB40-IT1","ZBTB40-IT1","1",22517474,22519708,"p36.12","1p","no",22518591,325
"811","EPHA8","EPHA8","1",22563489,22603595,"p36.12","1p","no",22583542,326
"311","C1QA","C1QA","1",22635077,22639678,"p36.12","1p","no",22637377.5,327
"313","C1QC","C1QC","1",22643014,22648110,"p36.12","1p","no",22645562,328
"312","C1QB","C1QB","1",22652762,22661637,"p36.12","1p","no",22657199.5,329
"812","EPHB2","EPHB2","1",22710839,22921500,"p36.12","1p","no",22816169.5,330
"1510","LACTBL1","LACTBL1","1",22953043,22972866,"p36.12","1p","no",22962954.5,331
"3206","TEX46","TEX46","1",23010834,23019100,"p36.12","1p","no",23014967,332
"1461","KDM1A","KDM1A","1",23019443,23083689,"p36.12","1p","no",23051566,333
"1941","LUZP1","LUZP1","1",23084030,23178152,"p36.12","1p","no",23131091,334
"1194","HTR1D","HTR1D","1",23191895,23217502,"p36.12","1p","no",23204698.5,335
"1992","MDS2","MDS2","1",23581495,23640574,"p36.12","1p","no",23611034.5,336
"2823","RPL11","RPL11","1",23691742,23696835,"p36.11","1p","no",23694288.5,337
"786","ELOA-AS1","ELOA-AS1","1",23706901,23778340,"p36.11","1p","no",23742620.5,338
"785","ELOA","ELOA","1",23743448,23762059,"p36.11","1p","no",23752753.5,339
"2475","PITHD1","PITHD1","1",23778418,23788232,"p36.11","1p","no",23783325,340
"1946","LYPLA2","LYPLA2","1",23791110,23795539,"p36.11","1p","no",23793324.5,341
"983","GALE","GALE","1",23795599,23800781,"p36.11","1p","no",23798190,342
"1155","HMGCL","HMGCL","1",23801885,23838620,"p36.11","1p","no",23820252.5,343
"976","FUCA1","FUCA1","1",23845077,23868290,"p36.11","1p","no",23856683.5,344
"530","CNR2","CNR2","1",23870515,23913362,"p36.11","1p","no",23891938.5,345
"2514","PNRC2","PNRC2","1",23956839,23963462,"p36.11","1p","no",23960150.5,346
"3102","SRSF10","SRSF10","1",23964347,23980927,"p36.11","1p","no",23972637,347
"2120","MYOM3","MYOM3","1",24056035,24112135,"p36.11","1p","no",24084085,348
"2121","MYOM3-AS1","MYOM3-AS1","1",24066774,24083565,"p36.11","1p","no",24075169.5,349
"1381","IL22RA1","IL22RA1","1",24119771,24143140,"p36.11","1p","no",24131455.5,350
"1215","IFNLR1","IFNLR1","1",24154168,24187959,"p36.11","1p","no",24171063.5,351
"1079","GRHL3","GRHL3","1",24199558,24364482,"p36.11","1p","no",24282020,352
"1852","LINC02800","LINC02800","1",24200214,24221313,"p36.11","1p","no",24210763.5,353
"1080","GRHL3-AS1","GRHL3-AS1","1",24307556,24321903,"p36.11","1p","no",24314729.5,354
"3125","STPG1","STPG1","1",24356999,24416934,"p36.11","1p","no",24386966.5,355
"2192","NIPAL3","NIPAL3","1",24415802,24475252,"p36.11","1p","no",24445527,356
"2729","RCAN3AS","RCAN3AS","1",24496254,24556046,"p36.11","1p","no",24526150,357
"2158","NCMAP-DT","NCMAP-DT","1",24496254,24556046,"p36.11","1p","no",24526150,358
"2728","RCAN3","RCAN3","1",24502351,24541040,"p36.11","1p","no",24521695.5,359
"2157","NCMAP","NCMAP","1",24556087,24609328,"p36.11","1p","no",24582707.5,360
"3101","SRRM1","SRRM1","1",24631716,24673281,"p36.11","1p","no",24652498.5,361
"511","CLIC4","CLIC4","1",24745382,24844321,"p36.11","1p","no",24794851.5,362
"2848","RUNX3","RUNX3","1",24899511,24965121,"p36.11","1p","no",24932316,363
"2849","RUNX3-AS1","RUNX3-AS1","1",24961345,24963097,"p36.11","1p","no",24962221,364
"1846","LINC02793","LINC02793","1",25041136,25047404,"p36.11","1p","no",25044270,365
"3144","SYF2","SYF2","1",25222276,25232502,"p36.11","1p","no",25227389,366
"2843","RSRP1","RSRP1","1",25242249,25338213,"p36.11","1p","no",25290231,367
"2774","RHD","RHD","1",25272393,25330445,"p36.11","1p","no",25301419,368
"3268","TMEM50A","TMEM50A","1",25338317,25362361,"p36.11","1p","no",25350339,369
"2773","RHCE","RHCE","1",25362249,25430192,"p36.11","1p","no",25396220.5,370
"1956","MACO1","MACO1","1",25430858,25500209,"p36.11","1p","no",25465533.5,371
"1551","LDLRAP1","LDLRAP1","1",25543604,25591200,"p36.11","1p","no",25567402,372
"1964","MAN1C1","MAN1C1","1",25616791,25784450,"p36.11","1p","no",25700620.5,373
"2904","SELENON","SELENON","1",25800193,25818221,"p36.11","1p","no",25809207,374
"2095","MTFR1L","MTFR1L","1",25818640,25832942,"p36.11","1p","no",25825791,375
"217","AUNIP","AUNIP","1",25831913,25859458,"p36.11","1p","no",25845685.5,376
"2396","PAQR7","PAQR7","1",25861484,25875708,"p36.11","1p","no",25868596,377
"3123","STMN1","STMN1","1",25884181,25906991,"p36.11","1p","no",25895586,378
"2388","PAFAH2","PAFAH2","1",25959767,25998117,"p36.11","1p","no",25978942,379
"846","EXTL1","EXTL1","1",26019884,26036464,"p36.11","1p","no",26028174,380
"2981","SLC30A2","SLC30A2","1",26037252,26046118,"p36.11","1p","no",26041685,381
"3345","TRIM63","TRIM63","1",26051301,26068436,"p36.11","1p","no",26059868.5,382
"2425","PDIK1L","PDIK1L","1",26111165,26125555,"p36.11","1p","no",26118360,383
"866","FAM110D","FAM110D","1",26159079,26163962,"p36.11","1p","no",26161520.5,384
"300","C1orf232","C1orf232","1",26164101,26168963,"p36.11","1p","no",26166532,385
"3547","ZNF593OS","ZNF593OS","1",26169516,26171832,"p36.11","1p","no",26170674,386
"3546","ZNF593","ZNF593","1",26169908,26170873,"p36.11","1p","no",26170390.5,387
"524","CNKSR1","CNKSR1","1",26177484,26189884,"p36.11","1p","no",26183684,388
"367","CATSPER4","CATSPER4","1",26190561,26202968,"p36.11","1p","no",26196764.5,389
"454","CEP85","CEP85","1",26234200,26278808,"p36.11","1p","no",26256504,390
"2936","SH3BGRL3","SH3BGRL3","1",26280086,26281522,"p36.11","1p","no",26280804,391
"3405","UBXN11","UBXN11","1",26281328,26318363,"p36.11","1p","no",26299845.5,392
"408","CD52","CD52","1",26317958,26320523,"p36.11","1p","no",26319240.5,393
"582","CRYBG2","CRYBG2","1",26321698,26360080,"p36.11","1p","no",26340889,394
"3555","ZNF683","ZNF683","1",26361634,26374522,"p36.11","1p","no",26368078,395
"1570","LIN28A","LIN28A","1",26410817,26429728,"p36.11","1p","no",26420272.5,396
"665","DHDDS-AS1","DHDDS-AS1","1",26429548,26473892,"p36.11","1p","no",26451720,397
"664","DHDDS","DHDDS","1",26432282,26471306,"p36.11","1p","no",26451794,398
"1157","HMGN2","HMGN2","1",26472440,26478209,"p36.11","1p","no",26475324.5,399
"162","ARID1A","ARID1A","1",26693236,26782104,"p36.11","1p","no",26737670,400
"2465","PIGV","PIGV","1",26787054,26800659,"p36.11","1p","no",26793856.5,401
"3518","ZDHHC18","ZDHHC18","1",26826688,26857604,"p36.11","1p","no",26842146,402
"2926","SFN","SFN","1",26863149,26864456,"p36.11","1p","no",26863802.5,403
"1059","GPN2","GPN2","1",26876132,26890283,"p36.11","1p","no",26883207.5,404
"1054","GPATCH3","GPATCH3","1",26890488,26900467,"p36.11","1p","no",26895477.5,405
"2238","NUDC","NUDC","1",26900238,26946871,"p36.11","1p","no",26923554.5,406
"2218","NR0B2","NR0B2","1",26911489,26913975,"p36.11","1p","no",26912732,407
"1460","KDF1","KDF1","1",26949562,26960468,"p36.11","1p","no",26955015,408
"3353","TRNP1","TRNP1","1",26993692,27001912,"p36.11","1p","no",26997802,409
"3198","TENT5B","TENT5B","1",27005020,27012850,"p36.11","1p","no",27008935,410
"3011","SLC9A1","SLC9A1","1",27098809,27166981,"p36.11","1p","no",27132895,411
"3477","WDTC1-DT","WDTC1-DT","1",27229106,27234514,"p36.11","1p","no",27231810,412
"3476","WDTC1","WDTC1","1",27234632,27308636,"p36.11","1p","no",27271634,413
"3260","TMEM222","TMEM222","1",27322145,27336400,"p36.11","1p","no",27329272.5,414
"3151","SYTL1","SYTL1","1",27342020,27353937,"p36.11","1p","no",27347978.5,415
"1969","MAP3K6","MAP3K6","1",27355184,27366961,"p36.11","1p","no",27361072.5,416
"918","FCN3","FCN3","1",27369110,27374824,"p36.11","1p","no",27371967,417
"395","CD164L2","CD164L2","1",27379176,27383333,"p36.11","1p","no",27381254.5,418
"1065","GPR3","GPR3","1",27392622,27395814,"p36.11","1p","no",27394218,419
"3463","WASF2","WASF2","1",27404230,27490167,"p36.11","1p","no",27447198.5,420
"73","AHDC1","AHDC1","1",27534035,27604431,"p35.3","1p","no",27569233,421
"932","FGR","FGR","1",27612064,27635185,"p35.3","1p","no",27623624.5,422
"1805","LINC02574","LINC02574","1",27660327,27666279,"p35.3","1p","no",27663303,423
"1214","IFI6","IFI6","1",27666064,27672212,"p35.3","1p","no",27669138,424
"886","FAM76A","FAM76A","1",27725961,27763116,"p35.3","1p","no",27744538.5,425
"3130","STX12","STX12","1",27773219,27824443,"p35.3","1p","no",27798831,426
"2554","PPP1R8","PPP1R8","1",27830782,27851676,"p35.3","1p","no",27841229,427
"3225","THEMIS2","THEMIS2","1",27872543,27886685,"p35.3","1p","no",27879614,428
"2818","RPA2","RPA2","1",27891524,27914746,"p35.3","1p","no",27903135,429
"3025","SMPDL3B","SMPDL3B","1",27935000,27959157,"p35.3","1p","no",27947078.5,430
"3487","XKR8","XKR8","1",27959588,27968093,"p35.3","1p","no",27963840.5,431
"848","EYA3","EYA3","1",27970344,28088637,"p35.3","1p","no",28029490.5,432
"2659","PTAFR","PTAFR","1",28147166,28193936,"p35.3","1p","no",28170551,433
"695","DNAJC8","DNAJC8","1",28199456,28233029,"p35.3","1p","no",28216242.5,434
"2451","PHACTR4","PHACTR4","1",28369582,28500364,"p35.3","1p","no",28434973,435
"2730","RCC1","RCC1","1",28505943,28539300,"p35.3","1p","no",28522621.5,436
"3037","SNHG3","SNHG3","1",28505980,28510892,"p35.3","1p","no",28508436,437
"3352","TRNAU1AP","TRNAU1AP","1",28553085,28578545,"p35.3","1p","no",28565815,438
"3035","SNHG12","SNHG12","1",28578536,28583132,"p35.3","1p","no",28580834,439
"3159","TAF12","TAF12","1",28587829,28648291,"p35.3","1p","no",28618060,440
"2695","RAB42","RAB42","1",28592200,28595449,"p35.3","1p","no",28593824.5,441
"3160","TAF12-DT","TAF12-DT","1",28643159,28648829,"p35.3","1p","no",28645994,442
"1033","GMEB1","GMEB1","1",28668778,28719353,"p35.3","1p","no",28694065.5,443
"3497","YTHDF2","YTHDF2","1",28736621,28769775,"p35.3","1p","no",28753198,444
"2258","OPRD1","OPRD1","1",28812170,28871267,"p35.3","1p","no",28841718.5,445
"805","EPB41","EPB41","1",28887091,29120046,"p35.3","1p","no",29003568.5,446
"3257","TMEM200B","TMEM200B","1",29119429,29123903,"p35.3","1p","no",29121666,447
"3104","SRSF4","SRSF4","1",29147743,29181900,"p35.3","1p","no",29164821.5,448
"1994","MECR","MECR","1",29192657,29230942,"p35.3","1p","no",29211799.5,449
"2674","PTPRU","PTPRU","1",29236516,29326813,"p35.3","1p","no",29281664.5,450
"1728","LINC01756","LINC01756","1",29329620,29350114,"p35.3","1p","no",29339867,451
"1676","LINC01648","LINC01648","1",30013952,30037612,"p35.2","1p","no",30025782,452
"1981","MATN1","MATN1","1",30711277,30723585,"p35.2","1p","no",30717431,453
"1982","MATN1-AS1","MATN1-AS1","1",30718504,30726846,"p35.2","1p","no",30722675,454
"1521","LAPTM5","LAPTM5","1",30732469,30757774,"p35.2","1p","no",30745121.5,455
"1744","LINC01778","LINC01778","1",30824000,30834864,"p35.2","1p","no",30829432,456
"2891","SDC3","SDC3","1",30869466,30908758,"p35.2","1p","no",30889112,457
"2676","PUM1","PUM1","1",30931506,31065991,"p35.2","1p","no",30998748.5,458
"2194","NKAIN1","NKAIN1","1",31179745,31239887,"p35.2","1p","no",31209816,459
"3041","SNRNP40","SNRNP40","1",31259568,31296788,"p35.2","1p","no",31278178,460
"3517","ZCCHC17","ZCCHC17","1",31296982,31364953,"p35.2","1p","no",31330967.5,461
"857","FABP3","FABP3","1",31365253,31376850,"p35.2","1p","no",31371051.5,462
"2912","SERINC2","SERINC2","1",31409565,31434680,"p35.2","1p","no",31422122.5,463
"1624","LINC01226","LINC01226","1",31506209,31583306,"p35.2","1p","no",31544757.5,464
"3232","TINAGL1","TINAGL1","1",31576485,31587686,"p35.2","1p","no",31582085.5,465
"1128","HCRTR1","HCRTR1","1",31617686,31632518,"p35.2","1p","no",31625102,466
"2431","PEF1","PEF1","1",31629866,31644896,"p35.2","1p","no",31637381,467
"2432","PEF1-AS1","PEF1-AS1","1",31642599,31660162,"p35.2","1p","no",31651380.5,468
"540","COL16A1","COL16A1","1",31652263,31704319,"p35.2","1p","no",31678291,469
"42","ADGRB2","ADGRB2","1",31727117,31764893,"p35.2","1p","no",31746005,470
"3072","SPOCD1","SPOCD1","1",31790422,31816022,"p35.2","1p","no",31803222,471
"2667","PTP4A2","PTP4A2","1",31906421,31944856,"p35.2","1p","no",31925638.5,472
"1467","KHDRBS1","KHDRBS1","1",32013868,32060850,"p35.2","1p","no",32037359,473
"3267","TMEM39B","TMEM39B","1",32072031,32102866,"p35.2","1p","no",32087448.5,474
"1502","KPNA6","KPNA6","1",32108056,32176563,"p35.2","1p","no",32142309.5,475
"3385","TXLNA","TXLNA","1",32179675,32198285,"p35.2","1p","no",32188980,476
"381","CCDC28B","CCDC28B","1",32200595,32205453,"p35.2","1p","no",32203024,477
"1405","IQCC","IQCC","1",32205671,32208682,"p35.2","1p","no",32207176.5,478
"632","DCDC2B","DCDC2B","1",32209089,32216192,"p35.2","1p","no",32212640.5,479
"3261","TMEM234","TMEM234","1",32214472,32222359,"p35.2","1p","no",32218415.5,480
"773","EIF3I","EIF3I","1",32221077,32245397,"p35.2","1p","no",32233237,481
"873","FAM167B","FAM167B","1",32247222,32248856,"p35.2","1p","no",32248039,482
"1546","LCK","LCK","1",32251244,32286165,"p35.2","1p","no",32268704.5,483
"1129","HDAC1","HDAC1","1",32292083,32333635,"p35.2","1p","no",32312859,484
"1976","MARCKSL1","MARCKSL1","1",32333839,32336233,"p35.1","1p","no",32335036,485
"3362","TSSK3","TSSK3","1",32351521,32364312,"p35.1","1p","no",32357916.5,486
"879","FAM229A","FAM229A","1",32361270,32364278,"p35.1","1p","no",32362774,487
"270","BSDC1","BSDC1","1",32364633,32394731,"p35.1","1p","no",32379682,488
"3512","ZBTB8B","ZBTB8B","1",32465072,32496686,"p35.1","1p","no",32480879,489
"3511","ZBTB8A","ZBTB8A","1",32539427,32605941,"p35.1","1p","no",32572684,490
"3513","ZBTB8OS","ZBTB8OS","1",32600172,32650903,"p35.1","1p","no",32625537.5,491
"2716","RBBP4","RBBP4","1",32651142,32686211,"p35.1","1p","no",32668676.5,492
"3145","SYNC","SYNC","1",32679906,32703596,"p35.1","1p","no",32691751,493
"3490","YARS1","YARS1","1",32775237,32818031,"p35.1","1p","no",32796634,494
"2873","S100PBP","S100PBP","1",32816767,32858875,"p35.1","1p","no",32837821,495
"956","FNDC5","FNDC5","1",32862268,32872482,"p35.1","1p","no",32867375,496
"1178","HPCA","HPCA","1",32885994,32898441,"p35.1","1p","no",32892217.5,497
"3274","TMEM54","TMEM54","1",32894594,32901438,"p35.1","1p","no",32898016,498
"2803","RNF19B","RNF19B","1",32936445,32964809,"p35.1","1p","no",32950627,499
"77","AK2","AK2","1",33007986,33080996,"p35.1","1p","no",33044491,500
"223","AZIN2","AZIN2","1",33081104,33123492,"p35.1","1p","no",33102298,501
"3344","TRIM62","TRIM62","1",33145399,33182059,"p35.1","1p","no",33163729,502
"3534","ZNF362","ZNF362","1",33256492,33300719,"p35.1","1p","no",33278605.5,503
"1","A3GALT2","A3GALT2","1",33306766,33321098,"p35.1","1p","no",33313932,504
"2452","PHC2","PHC2","1",33323623,33431095,"p35.1","1p","no",33377359,505
"2453","PHC2-AS1","PHC2-AS1","1",33350022,33363247,"p35.1","1p","no",33356634.5,506
"3571","ZSCAN20","ZSCAN20","1",33472645,33501643,"p35.1","1p","no",33487144,507
"587","CSMD2","CSMD2","1",33513998,34165842,"p35.1","1p","no",33839920,508
"1154","HMGB4","HMGB4","1",33860475,33864791,"p35.1","1p","no",33862633,509
"588","CSMD2-AS1","CSMD2-AS1","1",33868953,33893726,"p35.1","1p","no",33881339.5,510
"310","C1orf94","C1orf94","1",34166883,34219131,"p35.1","1p","no",34193007,511
"3023","SMIM12","SMIM12","1",34712737,34859755,"p34.3","1p","no",34786246,512
"1023","GJB5","GJB5","1",34755047,34758512,"p34.3","1p","no",34756779.5,513
"1022","GJB4","GJB4","1",34759740,34762327,"p34.3","1p","no",34761033.5,514
"1021","GJB3","GJB3","1",34781214,34786369,"p34.3","1p","no",34783791.5,515
"1017","GJA4","GJA4","1",34792999,34795747,"p34.3","1p","no",34794373,516
"678","DLGAP3","DLGAP3","1",34865436,34929650,"p34.3","1p","no",34897543,517
"3266","TMEM35B","TMEM35B","1",34981380,34985347,"p34.3","1p","no",34983363.5,518
"3528","ZMYM6","ZMYM6","1",34986165,35031945,"p34.3","1p","no",35009055,519
"3525","ZMYM1","ZMYM1","1",35032172,35118818,"p34.3","1p","no",35075495,520
"2927","SFPQ","SFPQ","1",35176378,35193446,"p34.3","1p","no",35184912,521
"3526","ZMYM4","ZMYM4","1",35268709,35422058,"p34.3","1p","no",35345383.5,522
"3527","ZMYM4-AS1","ZMYM4-AS1","1",35358822,35366077,"p34.3","1p","no",35362449.5,523
"1470","KIAA0319L","KIAA0319L","1",35393883,35557950,"p34.3","1p","no",35475916.5,524
"2155","NCDN","NCDN","1",35557473,35567274,"p34.3","1p","no",35562373.5,525
"3209","TFAP2E-AS1","TFAP2E-AS1","1",35569807,35577808,"p34.3","1p","no",35573807.5,526
"3208","TFAP2E","TFAP2E","1",35573314,35595328,"p34.3","1p","no",35584321,527
"2654","PSMB2","PSMB2","1",35599541,35641526,"p34.3","1p","no",35620533.5,528
"297","C1orf216","C1orf216","1",35713877,35718894,"p34.3","1p","no",35716385.5,529
"515","CLSPN","CLSPN","1",35720218,35769978,"p34.3","1p","no",35745098,530
"67","AGO4","AGO4","1",35808016,35857890,"p34.3","1p","no",35832953,531
"65","AGO1","AGO1","1",35869808,35930532,"p34.3","1p","no",35900170,532
"66","AGO3","AGO3","1",35930718,36072500,"p34.3","1p","no",36001609,533
"3196","TEKT2","TEKT2","1",36084094,36088275,"p34.3","1p","no",36086184.5,534
"51","ADPRS","ADPRS","1",36088892,36093932,"p34.3","1p","no",36091412,535
"542","COL8A2","COL8A2","1",36095239,36125222,"p34.3","1p","no",36110230.5,536
"3332","TRAPPC3","TRAPPC3","1",36136570,36156053,"p34.3","1p","no",36146311.5,537
"1972","MAP7D1","MAP7D1","1",36155579,36180849,"p34.3","1p","no",36168214,538
"3227","THRAP3","THRAP3","1",36224432,36305357,"p34.3","1p","no",36264894.5,539
"2938","SH3D21","SH3D21","1",36306368,36329340,"p34.3","1p","no",36317854,540
"837","EVA1B","EVA1B","1",36322030,36324154,"p34.3","1p","no",36323092,541
"3122","STK40","STK40","1",36339624,36385924,"p34.3","1p","no",36362774,542
"1937","LSM10","LSM10","1",36391238,36397908,"p34.3","1p","no",36394573,543
"2361","OSCP1","OSCP1","1",36415827,36450451,"p34.3","1p","no",36433139,544
"2079","MRPS15","MRPS15","1",36455718,36464384,"p34.3","1p","no",36460051,545
"586","CSF3R","CSF3R","1",36466043,36483278,"p34.3","1p","no",36474660.5,546
"1081","GRIK3","GRIK3","1",36795527,37034515,"p34.3","1p","no",36915021,547
"3516","ZC3H12A","ZC3H12A","1",37474580,37484377,"p34.3","1p","no",37479478.5,548
"1993","MEAF6","MEAF6","1",37489993,37514766,"p34.3","1p","no",37502379.5,549
"3038","SNIP1","SNIP1","1",37534449,37554293,"p34.3","1p","no",37544371,550
"696","DNALI1","DNALI1","1",37556919,37566857,"p34.3","1p","no",37561888,551
"1042","GNL2","GNL2","1",37566816,37595937,"p34.3","1p","no",37581376.5,552
"2842","RSPO1","RSPO1","1",37611350,37634892,"p34.3","1p","no",37623121,553
"429","CDCA8","CDCA8","1",37692481,37709719,"p34.3","1p","no",37701100,554
"808","EPHA10","EPHA10","1",37713880,37765133,"p34.3","1p","no",37739506.5,555
"1965","MANEAL","MANEAL","1",37793847,37801137,"p34.3","1p","no",37797492,556
"3496","YRDC","YRDC","1",37802945,37808208,"p34.3","1p","no",37805576.5,557
"282","C1orf122","C1orf122","1",37806979,37809454,"p34.3","1p","no",37808216.5,558
"2093","MTF1","MTF1","1",37809574,37859592,"p34.3","1p","no",37834583,559
"1394","INPP5B","INPP5B","1",37860697,37947053,"p34.3","1p","no",37903875,560
"2923","SF3A3","SF3A3","1",37956975,37990075,"p34.3","1p","no",37973525,561
"936","FHL3","FHL3","1",37996764,38005606,"p34.3","1p","no",38001185,562
"3430","UTP11","UTP11","1",38009258,38024820,"p34.3","1p","no",38017039,563
"2033","MIR3659HG","MIR3659HG","1",38031125,38119530,"p34.3","1p","no",38075327.5,564
"2526","POU3F1","POU3F1","1",38043829,38046793,"p34.3","1p","no",38045311,565
"1839","LINC02786","LINC02786","1",38129453,38141598,"p34.3","1p","no",38135525.5,566
"1636","LINC01343","LINC01343","1",38209034,38214806,"p34.3","1p","no",38211920,567
"1690","LINC01685","LINC01685","1",38474825,38516520,"p34.3","1p","no",38495672.5,568
"2835","RRAGC","RRAGC","1",38838198,38859772,"p34.3","1p","no",38848985,569
"2836","RRAGC-DT","RRAGC-DT","1",38859886,38965038,"p34.3","1p","no",38912462,570
"2111","MYCBP","MYCBP","1",38862493,38873368,"p34.3","1p","no",38867930.5,571
"1020","GJA9","GJA9","1",38874069,38881587,"p34.3","1p","no",38877828,572
"2771","RHBDL2","RHBDL2","1",38885807,38941830,"p34.3","1p","no",38913818.5,573
