"","hgnc_symbol","chromosome_name","start_position","end_position"
"SYNJ1","SYNJ1","21",32628759,32728040
"FAM9B","FAM9B","X",9024232,9295682
"HCCS","HCCS","X",11111301,11123086
"SUGT1","SUGT1","13",52652709,52700909
"RPL3","RPL3","22",39312882,39320389
"NLGN4X","NLGN4X","X",5840637,6228867
"HNRNPA1L2","HNRNPA1L2","13",52642431,52643773
"DAOA","DAOA","13",105465867,105491034
"GATA5","GATA5","20",62463497,62475995
"ZIC2","ZIC2","13",99981784,99986765
"LINC00554","LINC00554","13",99994899,99997909
"RBL1","RBL1","20",36996349,37095997
"FAM9A","FAM9A","X",8790795,8801383
"ZIC5","ZIC5","13",99962964,99971767
"LNX2","LNX2","13",27545913,27620529
"RBM11","RBM11","21",14216130,14228372
"SRPX","SRPX","X",38149336,38220924
"GSX1","GSX1","13",27792483,27794768
"PLUT","PLUT","13",27819376,27917298
"PDX1","PDX1","13",27920000,27926313
"HSPA13","HSPA13","21",14371115,14383484
"POLR1D","POLR1D","13",27620742,27744237
"PSMG1","PSMG1","21",39174769,39183488
"GRPR","GRPR","X",16123565,16153518
"BEND2","BEND2","X",18162931,18220886
"EDN3","EDN3","20",59300443,59325992
"LIG4","LIG4","13",108207439,108218368
"TMEM47","TMEM47","X",34627075,34657285
"TRDJ1","TRDJ1","14",22450089,22450139
"TRDV2","TRDV2","14",22422371,22423042
"KLHL34","KLHL34","X",21654690,21658330
"TRAJ60","TRAJ60","14",22476306,22476362
"SMPX","SMPX","X",21705978,21758116
"TRDD1","TRDD1","14",22438547,22438554
"TRAJ54","TRAJ54","14",22482287,22482346
"LINC01039","LINC01039","13",99577112,99580368
"GTSE1","GTSE1","22",46296870,46330810
"TRAJ49","TRAJ49","14",22489488,22489543
"TRDJ3","TRDJ3","14",22459098,22459156
"TRDD3","TRDD3","14",22449113,22449125
"CLYBL","CLYBL","13",99606669,99909459
"TRAJ48","TRAJ48","14",22490491,22490553
"BRWD1","BRWD1","21",39184176,39321559
"TRAJ59","TRAJ59","14",22476553,22476606
"TRAJ61","TRAJ61","14",22475316,22475375
"TRDC","TRDC","14",22462932,22465787
"TRAJ58","TRAJ58","14",22477707,22477769
"TRDJ4","TRDJ4","14",22455249,22455296
"TRAJ47","TRAJ47","14",22492851,22492907
"TRDJ2","TRDJ2","14",22456689,22456742
"TRAJ56","TRAJ56","14",22479521,22479582
"ITGBL1","ITGBL1","13",101452593,101720856
"LINC02970","LINC02970","20",62596732,62603355
"NUBPL","NUBPL","14",31489956,31861224
"ADRM1","ADRM1","20",62302093,62308862
"CNKSR2","CNKSR2","X",21372801,21654695
"SAMM50","SAMM50","22",43955442,44010531
"TRDD2","TRDD2","14",22439007,22439015
"SUPT20H","SUPT20H","13",37009312,37059713
"SNX6","SNX6","14",34561093,34630160
"PHF20","PHF20","20",35771974,35950370
"TTC38","TTC38","22",46267961,46294008
"TRAJ53","TRAJ53","14",22483004,22483069
"TRAJ45","TRAJ45","14",22493925,22493990
"TRAJ52","TRAJ52","14",22486228,22486296
"TRAJ55","TRAJ55","14",22481697,22481753
"TRDV3","TRDV3","14",22469041,22469698
"LINC02307","LINC02307","14",43990539,44386064
"TRAJ51","TRAJ51","14",22487183,22487245
"TRAJ57","TRAJ57","14",22478872,22478934
"TRIOBP","TRIOBP","22",37697048,37776556
"RBPJL","RBPJL","20",45306840,45317824
"BRWD1-IT1","BRWD1-IT1","21",39217093,39219805
"PCNX4","PCNX4","14",60091911,60169133
"HMGN1","HMGN1","21",39342315,39349647
"SDC4","SDC4","20",45325288,45348424
"SYS1","SYS1","20",45361937,45376798
"SIX1","SIX1","14",60643421,60658259
"PPP2R5E","PPP2R5E","14",63371364,63543377
"TP53TG5","TP53TG5","20",45372557,45407889
"LINC01711","LINC01711","20",58634772,58635738
"NPEPL1","NPEPL1","20",58689131,58719238
"PIM3","PIM3","22",49960768,49964072
"GTSE1-DT","GTSE1-DT","22",46295143,46296660
"DENND6B","DENND6B","22",50309030,50327012
"NELFCD","NELFCD","20",58981208,58995133
"GET1","GET1","21",39377698,39428528
"CERK","CERK","22",46684410,46738252
"STYX","STYX","14",52730166,52774989
"NBEA","NBEA","13",34942270,35673022
"L3HYPDH","L3HYPDH","14",59460363,59484408
"C14orf39","C14orf39","14",60396469,60515543
"PPP6R2","PPP6R2","22",50343304,50445090
"PCP4","PCP4","21",39867438,39929397
"DSCAM","DSCAM","21",40010999,40847158
"SIX6","SIX6","14",60509146,60512850
"SYTL5","SYTL5","X",38006553,38128819
"SIX4","SIX4","14",60709539,60724351
"TUBB1","TUBB1","20",59019429,59026654
"ATP5F1E","ATP5F1E","20",59025475,59032345
"PPM1A","PPM1A","14",60245752,60299087
"SETDB2","SETDB2","13",49444274,49495003
"PRELID3B","PRELID3B","20",59033145,59042809
"PHF11","PHF11","13",49495610,49528981
"LINC01283","LINC01283","X",39401252,39434824
"DSCAM-IT1","DSCAM-IT1","21",40615378,40630767
"CCDC175","CCDC175","14",59504539,59576812
"BACE2","BACE2","21",41167801,41282530
"GDF5-AS1","GDF5-AS1","20",35433029,35435450
"GDF5","GDF5","20",35433347,35454746
"C20orf173","C20orf173","20",35523186,35529652
"DHRS7","DHRS7","14",60144119,60169856
"RBM12","RBM12","20",35648925,35664956
"PCSEAT","PCSEAT","21",41580475,41582887
"LINC00111","LINC00111","21",41679181,41697336
"ADGRG2","ADGRG2","X",18989307,19122637
"FITM2","FITM2","20",44302840,44311202
"RIPK4","RIPK4","21",41739369,41767089
"TTPAL","TTPAL","20",44475874,44494603
"RCBTB1","RCBTB1","13",49531946,49585558
"PCNX1","PCNX1","14",70907405,71115382
"SKA3","SKA3","13",21153595,21176552
"SERINC3","SERINC3","20",44496221,44522085
"TFF2","TFF2","21",42346357,42350997
"TFF1","TFF1","21",42362282,42366535
"TMPRSS3","TMPRSS3","21",42371887,42396091
"MRPL57","MRPL57","13",21176658,21179084
"ZDHHC20-IT1","ZDHHC20-IT1","13",21376977,21377874
"MICU2","MICU2","13",21492691,21604181
"PKIG","PKIG","20",44531785,44624247
"FGF9","FGF9","13",21671073,21704498
"ALG5","ALG5","13",36949738,37000763
"RTL6","RTL6","22",44492583,44498233
"TLDC2","TLDC2","20",36876121,36894235
"PVALB","PVALB","22",36800684,36819479
"OSER1","OSER1","20",44195939,44210771
"JPH2","JPH2","20",44106590,44187188
"GPHB5","GPHB5","14",63312835,63318935
"EXOSC8","EXOSC8","13",36998816,37025881
"UBASH3A","UBASH3A","21",42403447,42447684
"SALRNA1","SALRNA1","14",60639216,60642589
"MNAT1","MNAT1","14",60734742,60969965
"SRSF6","SRSF6","20",43457893,43466046
"SYNGR1","SYNGR1","22",39349925,39385575
"IFT52","IFT52","20",43590937,43647299
"MYBL2","MYBL2","20",43667019,43716495
"CCDC177","CCDC177","14",69569799,69574871
"PDGFB","PDGFB","22",39223359,39244982
"ADARB2","ADARB2","10",1177313,1737525
"DCAF4","DCAF4","14",72926377,72959703
"GTSF1L","GTSF1L","20",43726164,43727002
"KLF6","KLF6","10",3775996,3785281
"CST9","CST9","20",23602410,23605917
"SIRPB1","SIRPB1","20",1561385,1620061
"MPPED1","MPPED1","22",43411196,43507848
"ATP5F1C","ATP5F1C","10",7788147,7807815
"LINC00400","LINC00400","13",43158631,43159466
"ENOX1","ENOX1","13",43213130,43786972
"OTOR","OTOR","20",16748358,16770062
"PKDREJ","PKDREJ","22",46255663,46263343
"SRXN1","SRXN1","20",646615,653200
"LINC02556","LINC02556","22",23326616,23328493
"DTD1","DTD1","20",18587942,18766644
"ENOX1-AS1","ENOX1-AS1","13",43543918,43548056
"ANKRD54","ANKRD54","22",37830855,37849327
"CCDC122","CCDC122","13",43823909,43879740
"RSPH1","RSPH1","21",42472486,42496246
"LACC1","LACC1","13",43879284,43893932
"OSBPL2","OSBPL2","20",62231922,62296213
"SLC37A1","SLC37A1","21",42496008,42581440
"LAMP1","LAMP1","13",113297239,113323672
"JKAMP","JKAMP","14",59484443,59505410
"GRTP1","GRTP1","13",113324163,113364148
"ITIH2","ITIH2","10",7703316,7749520
"DCUN1D2","DCUN1D2","13",113455819,113490951
"RSPH1-DT","RSPH1-DT","21",42496539,42497443
"PDE9A","PDE9A","21",42653621,42775509
"TSPO","TSPO","22",43151547,43163242
"TMCO3","TMCO3","13",113491021,113554590
"RHOJ","RHOJ","14",63204114,63293508
"SOCS4","SOCS4","14",55027230,55049489
"TFDP1","TFDP1","13",113584721,113641473
"CCDC3","CCDC3","10",12896625,13099652
"KCNH5","KCNH5","14",62699464,63102037
"KIN","KIN","10",7750962,7787993
"IGLV3-13","IGLV3-13","22",22762294,22762516
"TCF4-AS1","TCF4-AS1","18",55452533,55482940
"ADPRHL1","ADPRHL1","13",113399611,113453488
"SHISAL1","SHISAL1","22",44243665,44312951
"AQP4","AQP4","18",26852043,26865771
"SUSD6","SUSD6","14",69611596,69715144
"ACBD7","ACBD7","10",15075475,15088776
"SCUBE1-AS1","SCUBE1-AS1","22",43275955,43283830
"RPP38","RPP38","10",15097180,15139818
"ZC3H13","ZC3H13","13",45954465,46052759
"ZNRF3","ZNRF3","22",28883572,29057488
"N4BP2L2-IT2","N4BP2L2-IT2","13",32504506,32509395
"ITIH5","ITIH5","10",7559270,7666998
"NEK5","NEK5","13",52033611,52129092
"EGLN3","EGLN3","14",33924227,34462774
"ONECUT2","ONECUT2","18",57435374,57491298
"R3HDML","R3HDML","20",44337043,44351238
"YTHDF1","YTHDF1","20",63195429,63216139
"NARS1","NARS1","18",57600656,57622213
"BIRC7","BIRC7","20",63235883,63240495
"XPO4","XPO4","13",20777329,20903048
"SPTSSA","SPTSSA","14",34432788,34462240
"MYCBP2","MYCBP2","13",77042474,77327094
"TBC1D22A-AS1","TBC1D22A-AS1","22",46914092,46916042
"PLEKHD1","PLEKHD1","14",69484692,69531551
"NKAIN4","NKAIN4","20",63240784,63272694
"MRC1","MRC1","10",17809348,17911164
"IGLCOR22-1","IGLCOR22-1","22",32199919,32200234
"SLC5A4-AS1","SLC5A4-AS1","22",32205115,32278382
"LTBP2","LTBP2","14",74498183,74612378
"RFPL3","RFPL3","22",32354885,32361161
"ATP8B1","ATP8B1","18",57646426,57803315
"IGLCOR22-2","IGLCOR22-2","22",32356676,32356988
"IGLVIVOR22-2","IGLVIVOR22-2","22",32376682,32377135
"ARFGAP1","ARFGAP1","20",63272785,63289790
"RAI2","RAI2","X",17800049,17861337
"RTCB","RTCB","22",32387582,32412248
"MPHOSPH8","MPHOSPH8","13",19633659,19673441
"CTPS2","CTPS2","X",16587999,16712936
"CUBN","CUBN","10",16823966,17129811
"LINC01897","LINC01897","18",57961231,57964434
"ALPK2","ALPK2","18",58481247,58629091
"PSPC1-AS2","PSPC1-AS2","13",19674624,19675884
"PSPC1","PSPC1","13",19674752,19783019
"WDFY2","WDFY2","13",51584455,51767709
"YWHAH","YWHAH","22",31944522,31957603
"PTPRM","PTPRM","18",7566782,8406861
"DHRS12","DHRS12","13",51767993,51804163
"ASPHD2","ASPHD2","22",26429260,26445015
"SRRD","SRRD","22",26483877,26494658
"ISCA2","ISCA2","14",74493756,74497106
"LINC02339","LINC02339","13",61424689,61427946
"LINC01074","LINC01074","13",62321305,62322398
"LINC00459","LINC00459","13",62323657,62328833
"S100G","S100G","X",16650158,16654670
"TFIP11","TFIP11","22",26491225,26512505
"LINC00355","LINC00355","13",63851197,64076044
"TRDMT1","TRDMT1","10",17137336,17202054
"H2AP","H2AP","X",37990779,37991314
"RP2","RP2","X",46837043,46882358
"SPATA7","SPATA7","14",88384924,88470350
"LINC00561","LINC00561","13",75932395,75935132
"TPTE2","TPTE2","13",19422876,19561625
"MBTPS2","MBTPS2","X",21839617,21885423
"SLC46A3","SLC46A3","13",28700064,28718970
"MAGEB17","MAGEB17","X",16167481,16171464
"FAM47B","FAM47B","X",34942796,34944915
"SCML2","SCML2","X",18239313,18354688
"POMP","POMP","13",28659065,28678959
"CRYBB1","CRYBB1","22",26599278,26618027
"TNFSF11","TNFSF11","13",42562736,42608013
"CRYBA4","CRYBA4","22",26621963,26630669
"MINDY3","MINDY3","10",15778170,15860507
"EFHC2","EFHC2","X",44147872,44343672
"L3MBTL4","L3MBTL4","18",5954706,6415237
"TPP2","TPP2","13",102596958,102679958
"C1QTNF6","C1QTNF6","22",37180166,37199385
"MED14","MED14","X",40648305,40735858
"CHRNA4","CHRNA4","20",63343223,63378401
"SSTR3","SSTR3","22",37204237,37212477
"ARMC3","ARMC3","10",22928024,23038523
"TMPRSS6","TMPRSS6","22",37065436,37109713
"ALG11","ALG11","13",52012391,52079232
"ST8SIA5","ST8SIA5","18",46667821,46759257
"NUP58","NUP58","13",25301524,25365390
"AP5M1","AP5M1","14",57268924,57298742
"ARHGAP28","ARHGAP28","18",6729716,6915716
"MKKS","MKKS","20",10401009,10434222
"CHST7","CHST7","X",46573765,46598496
"PTK6","PTK6","20",63528001,63537376
"SLC35F4","SLC35F4","14",57563920,57982194
"FNDC11","FNDC11","20",63547891,63556695
"CLCN5","CLCN5","X",49922596,50099235
"PDRG1","PDRG1","20",31944337,31952046
"N4BP2L2","N4BP2L2","13",32432417,32538885
"BMP4","BMP4","14",53949736,53958761
"XKR7","XKR7","20",31968151,32003387
"CCM2L","CCM2L","20",32010438,32032180
"RPP38-DT","RPP38-DT","10",15095385,15097319
"PLAGL2","PLAGL2","20",32192504,32207743
"PIP4K2A","PIP4K2A","10",22534854,22714578
"TRAJ50","TRAJ50","14",22488593,22488652
"MAPRE1","MAPRE1","20",32819954,32850405
"RELCH","RELCH","18",62187255,62310249
"SRSF5","SRSF5","14",69726900,69772005
"PROCR","PROCR","20",35172072,35216240
"MAGEB10","MAGEB10","X",27807990,27823014
"MMP24OS","MMP24OS","20",35201745,35278131
"SPECC1L","SPECC1L","22",24270817,24417739
"ITIH6","ITIH6","X",54748918,54798255
"C10orf67","C10orf67","10",23202696,23344845
"MMP24","MMP24","20",35226690,35276998
"C1QTNF9","C1QTNF9","13",24307166,24322535
"PTCHD1","PTCHD1","X",23334849,23404374
"MALRD1","MALRD1","10",19048801,19790401
"LRRC63","LRRC63","13",46211928,46277115
"SYAP1","SYAP1","X",16719612,16765340
"FAM83C","FAM83C","20",35285731,35292425
"PCDH20","PCDH20","13",61409685,61415849
"SAP18","SAP18","13",21140119,21149097
"MTMR8","MTMR8","X",64268081,64395452
"ST8SIA6","ST8SIA6","10",17315421,17454595
"DSN1","DSN1","20",36751791,36773818
"MKX","MKX","10",27672874,27746060
"ATP12A","ATP12A","13",24680408,24712472
"FUT8","FUT8","14",65410592,65744121
"CDKL5","CDKL5","X",18425583,18653629
"ZNF532","ZNF532","18",58862600,58986480
"GDF2","GDF2","10",47322454,47327588
"ODAD2","ODAD2","10",27775186,27999079
"RNF17","RNF17","13",24764169,24879921
"ADORA2A","ADORA2A","22",24417879,24442357
"UPB1","UPB1","22",24494107,24528390
"ARHGEF7","ARHGEF7","13",111114559,111305737
"C18orf32","C18orf32","18",49477243,49487252
"ZBTB46","ZBTB46","20",63743668,63832038
"ITGA8","ITGA8","10",15513954,15719922
"APCDD1","APCDD1","18",10454635,10489949
"GDAP1L1","GDAP1L1","20",44247099,44280947
"SNRPD3","SNRPD3","22",24555958,24582052
"NAPG","NAPG","18",10525905,10552764
"LINC00322","LINC00322","21",43322417,43332039
"SIK1","SIK1","21",43414483,43427131
"SLC39A12","SLC39A12","10",17951839,18043292
"LRRC75B","LRRC75B","22",24585620,24593208
"HSF2BP","HSF2BP","21",43529186,43659488
"NAA30","NAA30","14",57390544,57415906
"MYL9","MYL9","20",36541497,36551447
"CLEC14A","CLEC14A","14",38254000,38256093
"H2BC12L","H2BC12L","21",43565182,43565648
"TGIF2","TGIF2","20",36573488,36593950
"CFAP47","CFAP47","X",35919734,36385317
"DNMT3L","DNMT3L","21",44246339,44262216
"GGT1","GGT1","22",24594811,24629005
"SOCS6","SOCS6","18",70289045,70330199
"SNRPD1","SNRPD1","18",21612314,21633524
"ZFAND4","ZFAND4","10",45615500,45672780
"SLA2","SLA2","20",36612318,36646196
"ABHD3","ABHD3","18",21650901,21704780
"RGS6","RGS6","14",71932429,72566530
"DNMT3L-AS1","DNMT3L-AS1","21",44250813,44251520
"MRPS26","MRPS26","20",3046052,3048250
"AIRE","AIRE","21",44285838,44298648
"OXT","OXT","20",3071620,3072517
"AVP","AVP","20",3082556,3084724
"FAM236B","FAM236B","X",72781865,72782660
"NDP","NDP","X",43948776,43973395
"UBOX5","UBOX5","20",3107573,3160196
"KDSR","KDSR","18",63327726,63367228
"YY2","YY2","X",21855987,21858740
"DYNLT3","DYNLT3","X",37836757,37847571
"PFKL","PFKL","21",44300051,44327376
"DDRGK1","DDRGK1","20",3190350,3204685
"MYO3A","MYO3A","10",25934229,26212532
"AKAP4","AKAP4","X",50190777,50201007
"ITPA","ITPA","20",3208868,3223870
"VPS4B","VPS4B","18",63389190,63422483
"MAOB","MAOB","X",43766610,43882450
"SERPINB5","SERPINB5","18",63476958,63505085
"HM13-IT1","HM13-IT1","20",31563166,31564076
"COX4I2","COX4I2","20",31637912,31645006
"VSIG4","VSIG4","X",66021738,66040125
"BCL2","BCL2","18",63123346,63320128
"ABALON","ABALON","20",31721507,31723409
"TPX2","TPX2","20",31739271,31801805
"ANKRD62","ANKRD62","18",12093843,12129764
"MSRB2","MSRB2","10",23095579,23122013
"CFAP410","CFAP410","21",44328944,44339402
"PTF1A","PTF1A","10",23192312,23194245
"CIDEA","CIDEA","18",12254361,12277595
"PRTFDC1","PRTFDC1","10",24848614,24952606
"CDK8","CDK8","13",26254104,26420982
"JADE3","JADE3","X",46912276,47061242
"LRRC3","LRRC3","21",44455510,44462196
"TSPEAR","TSPEAR","21",44497893,44711572
"TUBB6","TUBB6","18",12307669,12344320
"CTSLP2","CTSLP2","10",47581211,47582321
"MKX-AS1","MKX-AS1","10",27744786,27767794
"ENKUR","ENKUR","10",24981979,25062279
"DNAJC1","DNAJC1","10",21756548,22003769
"FOXR2","FOXR2","X",55623400,55626192
"KRTAP10-1","KRTAP10-1","21",44538981,44540195
"KRTAP10-2","KRTAP10-2","21",44550357,44551505
"MYLK2","MYLK2","20",31819308,31834689
"KRTAP10-3","KRTAP10-3","21",44557790,44558795
"SLC9A7","SLC9A7","X",46599251,46759118
"KRTAP10-5","KRTAP10-5","21",44579455,44580604
"KRTAP10-6","KRTAP10-6","21",44591268,44592505
"KRTAP10-7","KRTAP10-7","21",44600597,44602174
"KRTAP10-8","KRTAP10-8","21",44612079,44612954
"KRTAP10-10","KRTAP10-10","21",44637356,44638455
"KRTAP10-11","KRTAP10-11","21",44646414,44647650
"KRTAP12-4","KRTAP12-4","21",44654213,44654659
"KRTAP12-3","KRTAP12-3","21",44657932,44658341
"KRTAP12-2","KRTAP12-2","21",44666189,44666927
"KRTAP12-1","KRTAP12-1","21",44681576,44682163
"UBE2G2","UBE2G2","21",44768580,44801826
"PHYHIPL","PHYHIPL","10",59176643,59247774
"RASA3-IT1","RASA3-IT1","13",114107569,114108820
"TAFA5","TAFA5","22",48489553,48850912
"CFAP97D2","CFAP97D2","13",114154691,114223085
"FOXS1","FOXS1","20",31844303,31845604
"BCL2L1","BCL2L1","20",31664452,31723989
"CDC16","CDC16","13",114234887,114272723
"RBP3","RBP3","10",47348363,47357881
"PHKA1-AS1","PHKA1-AS1","X",72688950,72712348
"SETBP1-DT","SETBP1-DT","18",44676927,44679717
"MAPK1","MAPK1","22",21759657,21867680
"MAGEH1","MAGEH1","X",55452127,55453566
"DGKK","DGKK","X",50365409,50470825
"FAM210A","FAM210A","18",13663347,13726663
"PTTG1IP","PTTG1IP","21",44849585,44873903
"KIZ","KIZ","20",21125983,21246622
"ARHGAP12","ARHGAP12","10",31805398,31928876
"LINC00163","LINC00163","21",44989864,44994086
"LINC00165","LINC00165","21",44994362,44995185
"POFUT2","POFUT2","21",45263928,45287898
"RNMT","RNMT","18",13726660,13764556
"NDP-AS1","NDP-AS1","X",43949732,43971582
"SPIN4-AS1","SPIN4-AS1","X",63349646,63352178
"PIR","PIR","X",15384799,15493564
"MTMR3","MTMR3","22",29883169,30030868
"OVOL2","OVOL2","20",17956979,18059188
"PTPN21","PTPN21","14",88465778,88555007
"EDA2R","EDA2R","X",66595637,66639298
"MGME1","MGME1","20",17969018,17991122
"PET117","PET117","20",18137863,18143169
"EMILIN2","EMILIN2","18",2847006,2916003
"LAMP5","LAMP5","20",9514358,9530524
"PCBP3-AS1","PCBP3-AS1","21",45827961,45837987
"SYNDIG1L","SYNDIG1L","14",74405894,74426210
"CYSLTR1","CYSLTR1","X",78271468,78327691
"PCBP3","PCBP3","21",45643694,45942454
"TMX1","TMX1","14",51240162,51257655
"UPF3A","UPF3A","13",114281601,114305817
"MYL12A","MYL12A","18",3247481,3256236
"PSMF1","PSMF1","20",1113240,1189415
"LINC00520","LINC00520","14",55781132,55796731
"ATP6AP2","ATP6AP2","X",40579372,40606848
"SNPH","SNPH","20",1266280,1309328
"CHAMP1","CHAMP1","13",114314482,114337626
"MYL12B","MYL12B","18",3261479,3278461
"RTRAF","RTRAF","14",51989514,52010694
"LINC01055","LINC01055","13",45680182,45701187
"NDFIP2","NDFIP2","13",79481155,79556077
"SDCBP2","SDCBP2","20",1309909,1329139
"DSC3","DSC3","18",30989365,31042815
"UBE2D1","UBE2D1","10",58334979,58370751
"FOXN3-AS1","FOXN3-AS1","14",89417354,89419793
"GDF10","GDF10","10",47300197,47313577
"AKAP6","AKAP6","14",32329298,32837684
"ZNF33B","ZNF33B","10",42574185,42638570
"DSC1","DSC1","18",31129236,31162856
"TMPRSS2","TMPRSS2","21",41464300,41531116
"SIRPB2","SIRPB2","20",1470741,1491587
"SIRPD","SIRPD","20",1534251,1557705
"DSG1","DSG1","18",31318160,31359246
"DOCK9-DT","DOCK9-DT","13",99087819,99088625
"NRP1","NRP1","10",33177492,33336262
"DOCK9","DOCK9","13",98793429,99086625
"SNX21","SNX21","20",45833799,45843276
"PSMA8","PSMA8","18",26133852,26193355
"SSTR1","SSTR1","14",38207904,38213067
"CEP128","CEP128","14",80476983,80959517
"MYO18B","MYO18B","22",25742144,26031045
"ZSWIM3","ZSWIM3","20",45857614,45879122
"PLTP","PLTP","20",45898621,45912155
"PPP4R1","PPP4R1","18",9546791,9615240
"PCIF1","PCIF1","20",45934683,45948023
"MX1","MX1","21",41420020,41470071
"ARMH4","ARMH4","14",57999735,58298139
"ZNF335","ZNF335","20",45948660,45972203
"RCL1","RCL1","9",4792944,4885917
"NRDE2","NRDE2","14",90267860,90331969
"MMP9","MMP9","20",46008908,46016561
"SLC12A5-AS1","SLC12A5-AS1","20",46013500,46022073
"NFATC1","NFATC1","18",79395856,79529325
"FKBP1A","FKBP1A","20",1368977,1393164
"HSPH1","HSPH1","13",31134973,31162388
"CCDC85C","CCDC85C","14",99500190,99604207
"SLC16A2","SLC16A2","X",74421493,74533917
"MX2","MX2","21",41361999,41409393
"SLC4A11","SLC4A11","20",3227417,3239559
"MAGED2","MAGED2","X",54807599,54816015
"PLXDC2","PLXDC2","10",19816239,20289856
"CNTLN","CNTLN","9",17134982,17503923
"MOK","MOK","14",102224500,102305190
"LCA5L","LCA5L","21",39405728,39445805
"SGSM3","SGSM3","22",40370591,40410289
"TMEM215","TMEM215","9",32783540,32789201
"KLF8","KLF8","X",56232356,56291531
"DMRTA1","DMRTA1","9",22446824,22455740
"MRLN","MRLN","10",59736692,59756041
"HAUS6","HAUS6","9",19053141,19102904
"JCAD","JCAD","10",30012803,30115494
"NECAB3","NECAB3","20",33657087,33674463
"XAGE2","XAGE2","X",52369021,52375680
"SPAG6","SPAG6","10",22345445,22454224
"FGF16","FGF16","X",77447389,77457278
"CPXCR1","CPXCR1","X",88747225,88754785
"ATP5PF","ATP5PF","21",25716503,25735673
"B3GLCT","B3GLCT","13",31199975,31332276
"LINC01242","LINC01242","9",30388935,30575012
"PSIP1","PSIP1","9",15464066,15510995
"ZDHHC20","ZDHHC20","13",21348784,21459370
"HDAC8","HDAC8","X",72329516,72573101
"MBNL2","MBNL2","13",97221434,97394120
"MORC2","MORC2","22",30925130,30968774
"MARCHF8","MARCHF8","10",45454585,45594906
"FTCD-AS1","FTCD-AS1","21",46151614,46152647
"DKK1","DKK1","10",52314281,52318042
"SPATC1L","SPATC1L","21",46161148,46184476
"LSS","LSS","21",46188141,46228824
"KIF5B","KIF5B","10",32009015,32056425
"PSMC1","PSMC1","14",90256527,90275429
"F7","F7","13",113105788,113120685
"CCDC102B","CCDC102B","18",68715209,69055189
"C20orf144","C20orf144","20",33662327,33665619
