"ensembl_gene_id" "hgnc_symbol" "chromosome_name" "start_position" "end_position"
"10392" "ENSG00000237814" "SFTA2" "0" 2275484 2276306
"10419" "ENSG00000223493" "SKIC2" "0" 3206855 3217526
"10430" "ENSG00000276482" "SLC12A7" "0" 68885 129717
"10474" "ENSG00000229802" "SLC39A7" "0" 4443944 4447938
"10493" "ENSG00000276996" "SLC6A3" "0" 64343 121219
"10518" "ENSG00000288274" "SMIM33" "0" 60573 64567
"10523" "ENSG00000275349" "SMN1" "0" 473491 501447
"10525" "ENSG00000273772" "SMN2" "0" 274951 303848
"10537" "ENSG00000229300" "SNHG32" "0" 3082387 3087544
"10594" "ENSG00000284099" "SQSTM1" "0" 586465 603638
"10616" "ENSG00000288243" "STING1" "0" 65328 72730
"10620" "ENSG00000226257" "STK19" "0" 3218950 3230594
"10682" "ENSG00000276463" "TAF9" "0" 147938 153209
"10686" "ENSG00000227816" "TAP1" "0" 4150074 4158843
"10694" "ENSG00000225967" "TAP2" "0" 4126847 4143643
"10702" "ENSG00000206281" "TAPBP" "0" 4494115 4508814
"10716" "ENSG00000284400" "TBC1D9B" "0" 627626 672566
"10728" "ENSG00000206455" "TCF19" "0" 2416574 2422248
"10769" "ENSG00000275122" "THEMIS" "0" 53270 263795
"10798" "ENSG00000284936" "TMEM14C" "0" 233799 242013
"10823" "ENSG00000228978" "TNF" "0" 2909113 2910915
"10839" "ENSG00000229341" "TNXB" "0" 3406268 3418718
"10849" "ENSG00000283085" "TPBG" "0" 233021 240643
"10911" "ENSG00000228881" "TRIM26" "0" 1442506 1471482
"10934" "ENSG00000235722" "TRIM31-AS1" "0" 1369808 1372814
"10945" "ENSG00000224994" "TRIM39" "0" 1806156 1823410
"10977" "ENSG00000236672" "TSBP1" "0" 3648978 3704153
"10985" "ENSG00000235135" "TSBP1-AS1" "0" 3722741 3725917
"11039" "ENSG00000291747" "UBE2QL1" "0" 152669 200533
"11155" "ENSG00000206280" "ZBTB22" "0" 4508845 4512369
"11207" "ENSG00000225351" "ZNF311" "0" 260409 270941
"11270" "ENSG00000281879" "ABO" "0" 76358 102118
"11283" "ENSG00000278548" "ADAM18" "0" 335123 480684
"11285" "ENSG00000276286" "ADAM2" "0" 494374 588925
"11297" "ENSG00000281244" "ADAMTS13" "0" 240452 285496
"11305" "ENSG00000285451" "ADCK5" "0" 103704 123845
"11317" "ENSG00000288424" "AGAP12P" "0" 228155 249881
"11331" "ENSG00000284980" "AGPAT5" "0" 103912 156773
"11360" "ENSG00000275565" "ALOX5" "0" 215007 286950
"11413" "ENSG00000288422" "ARHGEF35" "0" 141497 142948
"11494" "ENSG00000283852" "BCAP29" "0" 426428 464015
"11508" "ENSG00000285369" "BLK" "0" 1783517 1861180
"11541" "ENSG00000291362" "C8orf33" "0" 9906 24126
"11548" "ENSG00000285147" "C8orf74" "0" 2646603 2674481
"11554" "ENSG00000291474" "C8orf90" "0" 181192 185291
"11575" "ENSG00000280479" "CACFD1" "0" 286059 296942
"11676" "ENSG00000291348" "CENPP" "0" 160682 455256
"11717" "ENSG00000285098" "CLDN23" "0" 4648031 4650190
"11727" "ENSG00000282481" "CLN8-AS1" "0" 174648 177242
"11747" "ENSG00000291365" "CNTNAP3C" "0" 48751 219108
"11750" "ENSG00000284369" "COG5" "0" 47077 410169
"11780" "ENSG00000285049" "CPSF1" "0" 123832 139938
"11801" "ENSG00000285172" "CTAGE15" "0" 191165 193751
"11803" "ENSG00000288370" "CTAGE4" "0" 138069 140399
"11805" "ENSG00000285123" "CTAGE6" "0" 299410 302017
"11807" "ENSG00000288181" "CTAGE8" "0" 221514 223844
"11812" "ENSG00000285132" "CTSB" "0" 1478526 1505569
"11863" "ENSG00000284983" "DEFA1" "0" 372762 375192
"11865" "ENSG00000285176" "DEFA1B" "0" 391880 394315
"11867" "ENSG00000284835" "DEFA3" "0" 410989 413421
"11869" "ENSG00000285318" "DEFA4" "0" 330943 333429
"11871" "ENSG00000285251" "DEFA5" "0" 450430 451865
"11873" "ENSG00000285136" "DEFA6" "0" 319821 321199
"11875" "ENSG00000284881" "DEFB1" "0" 265839 273168
"11877" "ENSG00000284978" "DEFB103A" "0" 5478679 5479951
"11879" "ENSG00000285376" "DEFB103B" "0" 789017 790478
"11882" "ENSG00000285356" "DEFB104A" "0" 5433729 5438536
"11884" "ENSG00000285034" "DEFB104B" "0" 744268 749041
"11887" "ENSG00000285411" "DEFB105A" "0" 5418258 5421134
"11889" "ENSG00000285015" "DEFB105B" "0" 729759 731673
"11892" "ENSG00000284937" "DEFB106A" "0" 5422393 5426347
"11894" "ENSG00000285617" "DEFB106B" "0" 732952 736848
"11897" "ENSG00000285432" "DEFB107A" "0" 5408965 5412971
"11899" "ENSG00000284979" "DEFB107B" "0" 710045 723442
"11902" "ENSG00000284958" "DEFB108C" "0" 841880 846265
"11905" "ENSG00000284851" "DEFB109B" "0" 899268 906641
"11908" "ENSG00000285249" "DEFB130B" "0" 1270186 1277539
"11910" "ENSG00000284754" "DEFB134" "0" 1347265 1354844
"11912" "ENSG00000285365" "DEFB135" "0" 1363428 1365762
"11914" "ENSG00000285087" "DEFB136" "0" 1373422 1374084
"11916" "ENSG00000285181" "DEFB4A" "0" 5491964 5493999
"11918" "ENSG00000285433" "DEFB4B" "0" 802503 804519
"11922" "ENSG00000262599" "DENND11" "0" 23320 68748
"11933" "ENSG00000285482" "DGAT1" "0" 45187 57513
"11943" "ENSG00000288673" "DLC1" "0" 6278952 6328924
"11950" "ENSG00000282001" "DLGAP2-AS1" "0" 271041 271270
"11997" "ENSG00000282026" "DPY19L2P2" "0" 1445 66755
"12009" "ENSG00000284103" "DUS4L" "0" 409139 424178
"12012" "ENSG00000281660" "DUSP29" "0" 242512 263190
"12072" "ENSG00000284816" "EPHA1" "0" 9653 28220
"12074" "ENSG00000285468" "EPHA1-AS1" "0" 27177 142813
"12077" "ENSG00000275482" "EPHB6" "0" 878117 894135
"12086" "ENSG00000292301" "ERI1" "0" 4234900 4349141
"12126" "ENSG00000292288" "FAM167A" "0" 1872186 1927098
"12128" "ENSG00000285275" "FAM167A-AS1" "0" 1909910 1978449
"12153" "ENSG00000288481" "FAM25C" "0" 213604 218073
"12162" "ENSG00000292278" "FAM66B" "0" 864022 920616
"12165" "ENSG00000292281" "FAM66D" "0" 1168572 1226480
"12167" "ENSG00000292390" "FAM66E" "0" 5553463 5606836
"12177" "ENSG00000292311" "FAM85B" "0" 5121251 5180051
"12179" "ENSG00000285316" "FAM86B1" "0" 1151152 1161564
"12181" "ENSG00000285397" "FAM86B2" "0" 5619750 5631669
"12183" "ENSG00000285119" "FAM86B3P" "0" 5103000 5119270
"12190" "ENSG00000292276" "FAM90A10" "0" 667287 670298
"12193" "ENSG00000292322" "FAM90A16" "0" 5333956 5339186
"12195" "ENSG00000292321" "FAM90A17" "0" 5326308 5331536
"12198" "ENSG00000292275" "FAM90A19" "0" 651991 655001
"12200" "ENSG00000281407" "FAM90A22" "0" 255098 258109
"12202" "ENSG00000285795" "FAM90A23" "0" 940729 943739
"12205" "ENSG00000285832" "FAM90A7" "0" 659638 662649
"12210" "ENSG00000285962" "FAM90A9" "0" 5318650 5323880
"12222" "ENSG00000285442" "FBXL6" "0" 86034 89979
"12234" "ENSG00000284967" "FDFT1" "0" 1508591 1552526
"12311" "ENSG00000285109" "GATA4" "0" 1588081 1671110
"12381" "ENSG00000291465" "GPR20" "0" 23024 33840
"12385" "ENSG00000283812" "GPR22" "0" 315665 321332
"12403" "ENSG00000285114" "GSDMC" "0" 32548 70997
"12429" "ENSG00000283847" "HBP1" "0" 14483 48044
"12466" "ENSG00000284774" "HSF1" "0" 22194 45323
"12564" "ENSG00000282053" "KBTBD11-AS1" "0" 155946 158013
"12608" "ENSG00000284068" "KPNA7" "0" 81203 115135
"12657" "ENSG00000285284" "LINC00529" "0" 2078676 2141245
"12663" "ENSG00000282106" "LINC00588" "0" 117957 123145
"12666" "ENSG00000285297" "LINC00681" "0" 5989610 6013667
"12678" "ENSG00000282114" "LINC00824" "0" 4306 9957
"12717" "ENSG00000291463" "LINC01300" "0" 7059 11175
"12750" "ENSG00000282395" "LINC01606" "0" 20240 78708
"12843" "ENSG00000292307" "LINC02949" "0" 4923008 4933444
"12845" "ENSG00000285450" "LINC02950" "0" 4890780 4895209
"12854" "ENSG00000290511" "LINC03009" "0" 36194 114817
"12860" "ENSG00000285506" "LINC03019" "0" 5961187 6006851
"12863" "ENSG00000282435" "LINC03021" "0" 834145 896517
"12865" "ENSG00000285229" "LINC03022" "0" 2864636 2872444
"12896" "ENSG00000285360" "LONRF1" "0" 5917253 5951436
"12932" "ENSG00000278032" "LY6E" "0" 8270 14120
"12934" "ENSG00000282681" "LY6E-DT" "0" 2773 8725
"12936" "ENSG00000274488" "LY6H" "0" 153499 156296
"12939" "ENSG00000282693" "LY6L" "0" 76023 78566
"12965" "ENSG00000278608" "MAMDC2" "0" 19469 152750
"12967" "ENSG00000277409" "MAMDC2-AS1" "0" 63185 89754
"12990" "ENSG00000285400" "MCPH1-AS1" "0" 12580 103494
"12992" "ENSG00000291570" "MCPH1-DT" "0" 339029 342620
"12997" "ENSG00000281022" "MED22" "0" 164406 174225
"13010" "ENSG00000285022" "MFHAS1" "0" 4458341 4568641
"13018" "ENSG00000278563" "MGAM2" "0" 73629 184204
"13025" "ENSG00000284859" "MIR124-1HG" "0" 3442045 3448853
"13063" "ENSG00000291473" "MROH5" "0" 100379 173784
"13084" "ENSG00000285250" "MSRA" "0" 2918137 3294116
"13096" "ENSG00000285032" "MTMR9" "0" 2018699 2062035
"13197" "ENSG00000288157" "NPY4R2" "0" 137021 141806
"13236" "ENSG00000291520" "NXNL2" "0" 14578 64819
"13240" "ENSG00000280584" "OBP2B" "0" 31223 35196
"13261" "ENSG00000285252" "OR10AC1" "0" 128620 138833
"13263" "ENSG00000277495" "OR13A1" "0" 127422 140376
"13295" "ENSG00000285071" "OR2A2" "0" 64143 65096
"13306" "ENSG00000284866" "OR2F1" "0" 499074 541542
"13308" "ENSG00000284965" "OR2F2" "0" 479395 480508
"13314" "ENSG00000284939" "OR6B1" "0" 544550 553023
"13316" "ENSG00000277378" "OR6V1" "0" 1075387 1076414
"13319" "ENSG00000273914" "OR9A2" "0" 1049225 1050262
"13417" "ENSG00000284764" "PINX1" "0" 2507376 2582240
"13421" "ENSG00000292295" "PINX1-DT" "0" 2499664 2507299
"13497" "ENSG00000285343" "PPP1R3B" "0" 4200055 4215375
"13499" "ENSG00000285236" "PPP1R3B-DT" "0" 3925931 4199934
"13511" "ENSG00000292308" "PRAG1" "0" 4961412 5030116
"13534" "ENSG00000284870" "PRR23D1" "0" 676902 679724
"13537" "ENSG00000292388" "PRR23D2" "0" 5375815 5378636
"13544" "ENSG00000274247" "PRSS1" "0" 752065 755673
"13546" "ENSG00000282049" "PRSS2" "0" 793943 797532
"13550" "ENSG00000292298" "PRSS51" "0" 2799466 2864146
"13552" "ENSG00000285141" "PRSS55" "0" 2792885 2821515
"13554" "ENSG00000276785" "PRSS58" "0" 214043 219958
"13589" "ENSG00000291470" "PTP4A3" "0" 58549 99008
"13600" "ENSG00000282185" "PTPRN2" "0" 53097 186331
"13667" "ENSG00000280706" "REXO4" "0" 232153 244190
"13695" "ENSG00000291729" "RNF139" "0" 9469 23568
"13713" "ENSG00000292297" "RP1L1" "0" 2635005 2740690
"13720" "ENSG00000280858" "RPL7A" "0" 174312 177520
"13758" "ENSG00000284923" "SCRT1" "0" 61168 67085
"13777" "ENSG00000288167" "SEPTIN7P9" "0" 28811 36558
"13839" "ENSG00000281165" "SLC2A6" "0" 297188 305221
"13848" "ENSG00000285084" "SLC35G5" "0" 2014637 2015957
"13854" "ENSG00000285243" "SLC39A4" "0" 140345 147498
"13861" "ENSG00000285112" "SLC52A2" "0" 64560 91889
"13901" "ENSG00000285438" "SOX7" "0" 2616667 2623410
"13907" "ENSG00000288309" "SPAG11A" "0" 5445169 5466154
"13909" "ENSG00000285507" "SPAG11B" "0" 755674 776680
"13992" "ENSG00000281245" "STKLD1" "0" 202460 232190
"14011" "ENSG00000280627" "SURF1" "0" 177852 182770
"14013" "ENSG00000281024" "SURF2" "0" 182644 187252
"14015" "ENSG00000280951" "SURF4" "0" 187544 202260
"14017" "ENSG00000281309" "SURF6" "0" 154870 162282
"14036" "ENSG00000288175" "SYT15B" "0" 11715 24443
"14052" "ENSG00000284982" "TAS2R41" "0" 97237 98160
"14055" "ENSG00000285341" "TAS2R60" "0" 62817 63773
"14058" "ENSG00000291730" "TATDN1" "0" 23435 74408
"14067" "ENSG00000292264" "TCAF2" "0" 244436 274729
"14073" "ENSG00000292289" "TDH-AS1" "0" 1999360 2001096
"14134" "ENSG00000285272" "TMEM249" "0" 82822 85517
"14169" "ENSG00000285372" "TNKS" "0" 3566718 3795557
"14197" "ENSG00000276849" "TRBC2" "0" 824014 825718
"14229" "ENSG00000282423" "TRBV1" "0" 261097 261380
"14239" "ENSG00000282436" "TRBV11-2" "0" 417474 417973
"14255" "ENSG00000282252" "TRBV14" "0" 591584 592075
"14257" "ENSG00000282497" "TRBV15" "0" 596644 597189
"14259" "ENSG00000282415" "TRBV16" "0" 601732 602185
"14261" "ENSG00000282483" "TRBV17" "0" 605342 606074
"14263" "ENSG00000282771" "TRBV18" "0" 619379 620078
"14265" "ENSG00000282621" "TRBV19" "0" 622512 623195
"14267" "ENSG00000282568" "TRBV2" "0" 262827 263335
"14269" "ENSG00000282064" "TRBV20-1" "0" 630311 631061
"14272" "ENSG00000282462" "TRBV21-1" "0" 640572 641032
"14275" "ENSG00000282036" "TRBV22-1" "0" 645394 645844
"14278" "ENSG00000282449" "TRBV23-1" "0" 649613 650109
"14281" "ENSG00000282730" "TRBV24-1" "0" 658918 659430
"14284" "ENSG00000281963" "TRBV25-1" "0" 673293 673797
"14287" "ENSG00000281968" "TRBV26" "0" 698249 698733
"14290" "ENSG00000282234" "TRBV27" "0" 717928 718443
"14292" "ENSG00000282812" "TRBV28" "0" 723242 723742
"14294" "ENSG00000282628" "TRBV29-1" "0" 742799 743487
"14297" "ENSG00000282624" "TRBV3-1" "0" 270445 270951
"14301" "ENSG00000282014" "TRBV4-1" "0" 275087 275569
"14303" "ENSG00000282285" "TRBV4-2" "0" 307332 307896
"14305" "ENSG00000282803" "TRBV5-1" "0" 282576 283443
"14307" "ENSG00000282236" "TRBV5-2" "0" 356222 356494
"14309" "ENSG00000282148" "TRBV5-3" "0" 372793 373259
"14319" "ENSG00000281970" "TRBV6-1" "0" 290201 290690
"14321" "ENSG00000282719" "TRBV6-2" "0" 311095 311575
"14323" "ENSG00000282240" "TRBV6-4" "0" 364383 364838
"14333" "ENSG00000282225" "TRBV7-1" "0" 294086 294607
"14335" "ENSG00000282506" "TRBV7-2" "0" 336391 336930
"14337" "ENSG00000282203" "TRBV7-3" "0" 367925 368431
"14349" "ENSG00000281952" "TRBV8-1" "0" 342211 342489
"14351" "ENSG00000282529" "TRBV8-2" "0" 369968 370237
"14353" "ENSG00000282204" "TRBV9" "0" 375482 376003
"14355" "ENSG00000281972" "TRBVA" "0" 683956 684410
"14357" "ENSG00000282047" "TRBVB" "0" 713965 714505
"14377" "ENSG00000284872" "TRMT9B" "0" 6141094 6226932
"14452" "ENSG00000284806" "USP17L1" "0" 885400 886992
"14454" "ENSG00000284975" "USP17L2" "0" 1208211 1209797
"14456" "ENSG00000284990" "USP17L3" "0" 5574835 5576427
"14458" "ENSG00000284781" "USP17L4" "0" 880674 882266
"14460" "ENSG00000284991" "USP17L7" "0" 1212926 1214106
"14462" "ENSG00000285497" "USP17L8" "0" 5570104 5571696
"14487" "ENSG00000285339" "VPS28" "0" 154203 159165
"14514" "ENSG00000263042" "WEE2" "0" 80953 103871
"14516" "ENSG00000261994" "WEE2-AS1" "0" 76938 110946
"14527" "ENSG00000285327" "XKR5" "0" 203788 230788
"14529" "ENSG00000284927" "XKR6" "0" 2145097 2451195
"14634" "ENSG00000285286" "ZNF705B" "0" 5523302 5550862
"14636" "ENSG00000285124" "ZNF705D" "0" 1226731 1252914
"14638" "ENSG00000292386" "ZNF705G" "0" 833818 863864
"14670" "ENSG00000285443" "ZYX" "0" 659 10475
"14678" "ENSG00000291836" "AAAS" "0" 31206 48614
"14730" "ENSG00000285070" "ADIPOR2" "0" 30718 130818
"14742" "ENSG00000285501" "AGBL2" "0" 91958 147756
"14802" "ENSG00000281385" "AP2A2" "0" 3478 81830
"14879" "ENSG00000262145" "ATP23" "0" 144646 160374
"14923" "ENSG00000281449" "BCL2L14" "0" 18842 180082
"14951" "ENSG00000280689" "BORCS5" "0" 326076 440236
"14957" "ENSG00000291428" "BRSK2" "0" 124165 196955
"15009" "ENSG00000284838" "C1QTNF4" "0" 17493 22237
"15012" "ENSG00000288512" "C1R" "0" 8669 20226
"15014" "ENSG00000288124" "C1RL" "0" 17273 36924
"15016" "ENSG00000288352" "C1RL-AS1" "0" 35738 50187
"15028" "ENSG00000285479" "CACNA1C" "0" 312916 1046066
"15030" "ENSG00000284942" "CACNA1C-AS3" "0" 951466 955556
"15032" "ENSG00000285107" "CACNA1C-AS4" "0" 561629 565623
"15034" "ENSG00000285291" "CACNA1C-IT1" "0" 360357 362676
"15036" "ENSG00000284775" "CACNA1C-IT3" "0" 617892 637053
"15038" "ENSG00000284953" "CACNA2D4" "0" 134107 260810
"15064" "ENSG00000278191" "CARS1" "0" 231984 288645
"15066" "ENSG00000282355" "CARS1-AS1" "0" 260066 272285
"15072" "ENSG00000291983" "CASP12" "0" 182419 197803
"15075" "ENSG00000291985" "CASP4LP" "0" 200682 218206
"15116" "ENSG00000275035" "CCDC92" "0" 92215 119498
"15157" "ENSG00000273572" "CDHR5" "0" 146464 155977
"15165" "ENSG00000273707" "CDKN1C" "0" 115392 118091
"15170" "ENSG00000280975" "CENATAC" "0" 19738 37393
"15172" "ENSG00000281705" "CENATAC-DT" "0" 16424 19604
"15195" "ENSG00000282866" "CFL1P1" "0" 59692 60102
"15245" "ENSG00000288427" "CLSTN3" "0" 57384 86631
"15317" "ENSG00000288401" "CTTN" "0" 159692 197872
"15319" "ENSG00000288166" "CTTN-DT" "0" 133534 159776
"15355" "ENSG00000284850" "DCP1B" "0" 288197 346679
"15376" "ENSG00000282712" "DEAF1" "0" 176113 206708
"15407" "ENSG00000274429" "DLG5" "0" 29483 165218
"15409" "ENSG00000282770" "DLG5-AS1" "0" 166064 168516
"15412" "ENSG00000281935" "DNAH10" "0" 179 109258
"15438" "ENSG00000276825" "DRD4" "0" 167166 170577
"15445" "ENSG00000280962" "DUSP16" "0" 442285 531866
"15450" "ENSG00000291431" "DUSP8" "0" 294027 312247
"15545" "ENSG00000284938" "FAM180B" "0" 14519 17020
"15567" "ENSG00000291437" "FAM99A" "0" 405573 407832
"15571" "ENSG00000291438" "FAM99B" "0" 423245 425605
"15623" "ENSG00000285182" "FNBP4" "0" 148861 199810
"15681" "ENSG00000262349" "GIHCG" "0" 165740 166841
"15740" "ENSG00000285164" "GRM5P1" "0" 24996 274566
"15749" "ENSG00000288114" "GTF2H1" "0" 71121 115871
"15760" "ENSG00000288237" "H19" "0" 187698 193992
"15823" "ENSG00000288445" "HPS5" "0" 27494 71024
"15828" "ENSG00000276536" "HRAS" "0" 61883 66928
"15846" "ENSG00000280682" "HYOU1" "0" 65787 78826
"15857" "ENSG00000281618" "IFITM10" "0" 206156 209175
"15904" "ENSG00000262607" "IQSEC3" "0" 60780 165481
"15906" "ENSG00000262193" "IQSEC3-AS1" "0" 160871 161722
"15913" "ENSG00000276561" "IRF7" "0" 142446 145898
"15917" "ENSG00000285335" "ITFG2-AS1" "0" 1024117 1039316
"15939" "ENSG00000284900" "KBTBD4" "0" 23 6802
"15964" "ENSG00000282076" "KCNQ1" "0" 1031 81275
"15966" "ENSG00000282343" "KCNQ1-AS1" "0" 72299 93726
"15968" "ENSG00000278855" "KCNQ1DN" "0" 102234 104278
"16000" "ENSG00000283059" "KLLN" "0" 77778 78311
"16051" "ENSG00000291433" "KRTAP5-1" "0" 324318 325259
"16057" "ENSG00000291434" "KRTAP5-2" "0" 337153 338270
"16061" "ENSG00000291435" "KRTAP5-3" "0" 347541 348439
"16065" "ENSG00000291440" "KRTAP5-4" "0" 360934 362114
"16069" "ENSG00000291443" "KRTAP5-5" "0" 369751 370906
"16073" "ENSG00000277389" "KRTAP5-6" "0" 170941 171501
"16078" "ENSG00000291432" "KRTAP5-AS1" "0" 311329 339160
"16096" "ENSG00000288299" "LDHA" "0" 146012 159877
"16138" "ENSG00000285233" "LINC00940" "0" 271346 278718
"16147" "ENSG00000288317" "LINC01150" "0" 116371 128014
"16155" "ENSG00000288486" "LINC01219" "0" 183618 186192
"16220" "ENSG00000262201" "LINC02403" "0" 4206 4864
"16304" "ENSG00000291364" "LINC02688" "0" 46620 52489
"16307" "ENSG00000291430" "LINC02689" "0" 84625 98552
"16322" "ENSG00000291439" "LINC02708" "0" 428273 429032
"16351" "ENSG00000281839" "LINC02735" "0" 166410 189093
"16386" "ENSG00000276226" "LINC02825" "0" 179637 184319
"16406" "ENSG00000280651" "LINC02985" "0" 5572 10882
"16426" "ENSG00000275873" "LMNTD2" "0" 84495 90434
"16428" "ENSG00000282005" "LMNTD2-AS1" "0" 87254 89762
"16436" "ENSG00000281234" "LOH12CR2" "0" 324404 326065
"16444" "ENSG00000262592" "LRIG3-DT" "0" 133791 133893
"16454" "ENSG00000281324" "LRP6" "0" 85023 236042
"16465" "ENSG00000273831" "LRRC56" "0" 67168 84556
"16471" "ENSG00000285383" "LRTM2" "0" 162411 178897
"16473" "ENSG00000288199" "LSP1" "0" 43473 82770
"16492" "ENSG00000281818" "MANSC1" "0" 295054 319240
"16542" "ENSG00000282810" "MIR210HG" "0" 95315 98112
"16553" "ENSG00000281178" "MLXIP" "0" 21012 85373
"16571" "ENSG00000291442" "MOB2" "0" 203723 274455
"16598" "ENSG00000288141" "MRPL23" "0" 139800 177044
"16600" "ENSG00000288320" "MRPL23-AS1" "0" 175759 182442
"16617" "ENSG00000284903" "MS4A3" "0" 150459 165004
"16633" "ENSG00000285121" "MTCH2" "0" 45141 74973
"16642" "ENSG00000293532" "MUC2" "0" 71614 108092
"16645" "ENSG00000291363" "MUC5AC" "0" 155427 198622
"16649" "ENSG00000277281" "MUC6" "0" 82412 111099
"16661" "ENSG00000291835" "MYG1" "0" 23454 30927
"16689" "ENSG00000273562" "NAP1L4" "0" 175479 223447
"16743" "ENSG00000281166" "NLRP10" "0" 188531 196420
"16819" "ENSG00000285029" "OOSP1" "0" 28087 47135
"16821" "ENSG00000285422" "OOSP2" "0" 130064 137702
"16824" "ENSG00000285375" "OOSP4A" "0" 53688 59801
"16826" "ENSG00000285463" "OOSP4B" "0" 67675 120732
"16834" "ENSG00000281680" "OR10A3" "0" 168165 172702
"16839" "ENSG00000280899" "OR10A6" "0" 155586 162262
"16871" "ENSG00000284255" "OR4C12" "0" 23101 24163
"16922" "ENSG00000291909" "OR52E2" "0" 54970 55947
"16931" "ENSG00000291908" "OR52J3" "0" 42846 43781
"16972" "ENSG00000281107" "OR5G3" "0" 137423 138358
"16981" "ENSG00000291859" "OR5M3" "0" 280025 284103
"16983" "ENSG00000291862" "OR5M8" "0" 301186 302121
"16985" "ENSG00000291852" "OR5M9" "0" 273220 274152
"16987" "ENSG00000280931" "OR5P2" "0" 16773 17841
"16990" "ENSG00000280808" "OR5P3" "0" 55808 61828
"16993" "ENSG00000262784" "OR5T1" "0" 86388 87368
"16996" "ENSG00000262851" "OR5T2" "0" 42855 43934
"16999" "ENSG00000261897" "OR5T3" "0" 62949 63971
"17033" "ENSG00000262611" "OR8H1" "0" 100802 101839
"17039" "ENSG00000262796" "OR8J1" "0" 170964 172037
"17042" "ENSG00000263150" "OR8J2" "0" 21622 22569
"17046" "ENSG00000263328" "OR8K1" "0" 156788 157747
"17049" "ENSG00000262755" "OR8K3" "0" 129056 129994
"17054" "ENSG00000291846" "OR8U1" "0" 186373 187302
"17056" "ENSG00000291849" "OR8U3" "0" 228009 228983
"17058" "ENSG00000261958" "OR9G1" "0" 7154 8071
"17060" "ENSG00000262647" "OR9G4" "0" 60669 61653
"17066" "ENSG00000293604" "ORAI1" "0" 32306 48880
"17151" "ENSG00000288217" "PEX5" "0" 116371 146260
"17153" "ENSG00000291834" "PFDN5" "0" 19051 23212
"17172" "ENSG00000274538" "PHLDA2" "0" 160388 161570
"17176" "ENSG00000274780" "PHRF1" "0" 106142 142115
"17191" "ENSG00000275051" "PIWIL1" "0" 14812 49543
"17227" "ENSG00000291891" "PNLIPRP1" "0" 1381 20171
"17229" "ENSG00000291895" "PNLIPRP2" "0" 31949 56139
"17250" "ENSG00000288198" "PPFIA1" "0" 26511 146600
"17278" "ENSG00000282673" "PRB1" "0" 546786 550554
"17282" "ENSG00000275624" "PRB3" "0" 460887 464768
"17284" "ENSG00000274839" "PRB4" "0" 502046 505398
"17296" "ENSG00000277823" "PRH1" "0" 23666 366484
"17298" "ENSG00000272803" "PRH2" "0" 127942 131047
"17313" "ENSG00000288160" "PRR33" "0" 79080 82398
"17315" "ENSG00000263247" "PRR4" "0" 23666 402267
"17329" "ENSG00000282367" "PTDSS2" "0" 3536 21040
"17331" "ENSG00000284792" "PTEN" "0" 78462 183684
"17397" "ENSG00000273859" "RASSF7" "0" 90059 93677
"17411" "ENSG00000288369" "RBP5" "0" 43422 56575
"17462" "ENSG00000276230" "RNH1" "0" 24153 36941
"17480" "ENSG00000280831" "RPS25" "0" 37312 40291
"17501" "ENSG00000288411" "SAA1" "0" 15086 18803
"17535" "ENSG00000274473" "SCT" "0" 156330 157042
"17586" "ENSG00000276371" "SINHCAF" "0" 171378 217852
"17608" "ENSG00000276130" "SLC22A18" "0" 131932 157362
"17610" "ENSG00000274454" "SLC22A18AS" "0" 119991 135956
"17634" "ENSG00000281500" "SLC37A4" "0" 45351 52488
"17677" "ENSG00000262986" "SMIM10L1" "0" 402018 402219
"17708" "ENSG00000291837" "SP7" "0" 50325 69065
"17780" "ENSG00000288149" "SYT8" "0" 18810 28024
"17800" "ENSG00000272805" "TAS2R10" "0" 24023 25064
"17803" "ENSG00000273457" "TAS2R13" "0" 106632 108268
"17806" "ENSG00000261984" "TAS2R14" "0" 136112 402227
"17809" "ENSG00000263028" "TAS2R19" "0" 220325 221326
"17812" "ENSG00000273092" "TAS2R20" "0" 195201 196581
"17815" "ENSG00000262111" "TAS2R30" "0" 363612 365298
"17818" "ENSG00000263097" "TAS2R31" "0" 229093 230113
"17821" "ENSG00000273505" "TAS2R42" "0" 380956 381900
"17823" "ENSG00000262612" "TAS2R43" "0" 290014 291040
